,Rate,Comment
3774,5,"Thanks to Flipkart for fast and safe delivery.
Product is June 2017 model"
3775,5,Early Delivery. Good packaging. Product is definitely as expected.
3776,5,It's fantastic laptop I got on big billion day. Very slim
3777,5,Its is best
3778,5,I m in love with macbook air performance... its best in the world...
3779,5,Happy
3780,5,Beast is the word to define it correctly.
3781,5,I got my mac book air today ...it is excellent to use ....
3782,5,"Macbook Air i recieved was well packed and reached within time. The product is superb in every aspect, many complained about its screen resolution but for me its good looking and has new touch to it. Macbook is well constructed and has very sleek design. Aluminium body makes it stand in its top position of looks. Its blazingly fast and has very less weight than i thought. Im pretty much overwhelmed FLIPKART 😎 keep it up"
3783,5,Brillian product with great packaging was feared but no online shopping is really safe and amazing...thanks flipkart
3784,5,Perfect condition. Perfection in every language.
3785,5,"Must buy product. Got for 46K at Big billion Day.
Thanks flipkart."
3786,5,Excellent delivery and good packing. The product is good and got it for 44990/-.
3787,5,Best purchase at this price range.
3788,5,"Very good product! The packaging of the product was very nice. I am totally suprised by the speed of this machine!
Bought at a very cheap price."
3789,5,EXCELLENT PRODUCT
3790,5,For 43k I would expect more if this wasn't from Apple. But hey this definately isn't slow and is capable of doing way more than surfing the net. For most parts it didn't get too hot while doing video conversion for 5+ hours. So it's not bad. Unless you wanna play games on it.
3791,5,Good
3792,5,"As per my expectations, superb product from Apple once again with loaded of new features & shortcuts!Charging is very good & it shows the sign of having a premium product!! Only con will be 128 gb internal hard disk but any how you can use an external hard disk!! Very fast delivery by flipkart also & I also got a whopping 15K discount on the eve of big billion day!!"
3793,5,Best Product Ever !
3794,5,"Awesome product
Fast delivery
Bbd price 43490
Thanks flipkart"
3795,5,Wahhhh... No others beat him in his looks... Fantastic...
3796,5,Iam in love with this
3797,5,"I bought this laptop at 45k, this is an incredible deal for this laptop. Thanks to Flipkart big billion days."
3798,5,Happy
3799,5,Am using Apple products for the first time. This is just awsome.
3800,5,Packing was awesome and on time delivery without any glitch...About product speechless
3801,5,"Thanks to Flipkart festival offer, I got apple mac book only in 43469. It was unbelieval cost. The product is awesome. Nicely packed by company. Battery backup and all things are very good. Ultimate product."
3802,5,Steal deal.
3803,5,"Excellent,genuine product & best service.Flipkart rocks.."
3804,5,"Its Awesome.
Thanks flipkart."
3805,5,Awesome 👍
3806,5,Wonderful machine.... Got this beauty for 40k in BBD
3807,5,that was nice laptop
3808,5,Word class product
3809,5,Awesome Laptop on very perfect price
3810,5,"Wow 1of the best laptop in market!!! Battery life is killer. Screen is awesome jut viewing angle can cause prob but that's fine.

Just install application used for Software Engineering everything is running smooth."
3811,5,Excellent product ...delivery before tym !!flipkart rocks
3812,5,Good
3813,5,Very gud
3814,5,Smooth as butter
3815,5,Very nice. Got the latest version
3816,5,Awsm Product
3817,5,It's awesome..... Nice
3818,5,"Awesome product from Apple, also thanks to Flipkart's offers and quick 2 days delivery. But packaging should be a little better for assets like this."
3819,5,Amazing Mac book with amazing price..big thanx flipkart
3820,5,awesome product and prompt delivery
3821,5,"Its excellent product and packaging by Flipkart. Its just a dream when you get this laptop for 43K with no cost EMI.
But before buying, make sure its doesnt have HDMI and Ethernet ports. So we need to buy an adapter which may cost 1K."
3822,5,Great laptop
3823,5,Can't expect better than this macbook....it is epic. I love it very very very much ......extremely satisfied💚👍
3824,5,Excellent product! Unbeleivable price and prompt service!
3825,5,Its super-smooth and very easy to use
3826,5,Awesome product.. got delivered with utmost care..
3827,5,Awesome product
3828,5,Received on time thanks to Flipkart for punctuality and great packaging!! Awesome deal with July 2017 model.
3829,5,Perfect deal. Awesome dealer
3830,5,Nothing like a Mac...Precision at its best
3831,5,Superb experience of iOS on MacBook.
3832,5,"Apple all was First
This Flipcart office very useful to buy 44000
Thank you Flipcart"
3833,5,Great product with great offer. Thank you @flipkart.
3834,5,Superb built quality.
3835,5,"thank you Flipkart
excellent super product"
3836,5,Received genuine product on committed time with a great deal. Superb lappy by apple.
3837,5,"It was my dream to buy an Apple laptop so i order one and flipkart deliverd me a original and good one. Its a very good laptop, speed is very fast"
3838,5,Good product.
3839,5,Superb product at the 44990 bucks and bullet fast delivery from flipkart
3840,5,EXCELLENT PRODUCT WITH SUPER DUPER DEAL
3841,5,"Nice product. Very sleek and elegant. The look and feel is superb. Being a Mac, it is keeping the standards.

Delivery was very prompt and the over all deal was superb"
3842,5,The best purchase ever .. superb
3843,5,Excellent! Fully satisfied... Keep it up.
3844,5,Fall in love with this beauty
3845,5,Excellent
3846,5,Great value for money. Totally satisfied. Thank you Flipkart.
3847,5,super
3848,5,Good one
3849,5,It's good brand new product and time to deliver
3850,5,Perfect packing. Original product.
3851,5,Good laptop
3852,5,Amazing product
3853,5,"This is
my first apple Device...It's amazing."
3854,5,Awesome product.
3855,5,Fine product and fine delivery
3856,5,"Loved it..... beautiful syncs with my iPhone. Light, best for business and looks are 10/10. Must buy"
3857,5,It was worth everything. Excellent delivery. Awesome product.
3858,5,I loved this product! It's slimness is just fantastic! Just a classy look❤️
3859,5,"excellent product, fast delivery, love to have my first macbook!!!!"
3860,5,"Good product, but has a bit outdated specs. Else an awesome product!!"
3861,5,Product as specified came with original apple box .. Value for your money . Don't buy some cheap laptops n waste ur money . Invest n forget for Mac .
3862,5,Awesome
3863,5,great product
3864,5,very good product.
3865,5,It is good ...thank you flipkart
3866,5,"Awesome Product & Best Service from Flipkart.
Genuine product from Retailnet.
Good Packing & Faster Delivery.

My 2nd Macbook.

I too had multiple doubts if i should buy a macbook air online or offline.
Considering the price they were offering after using multiple offers, it definitely appeared cheap. I finally got it almost 48k INR on this independence day.

Never going back to windows."
3867,5,great product.
3868,5,Amazing.... great experience after using Mac air..... worth buying
3869,5,Nice product. Worth to buy.
3870,5,"Great product by Apple!! Awesome slick,Light weighted, elegant design and user friendly interface. Delivered within two days! Nice service by Flipkart.Happy to join the Apple family!!!"
3871,5,Excellent product.
3872,5,Great
3873,5,"Superb machine
In love with MacBook Air"
3874,5,I happy with the delivery service and hope product also will not disappointment me. Today I received this product so I m not able write about that.
3875,5,"Genuine product. Got an Aug 17 Import, delivered in 3-4 days during Big Billion Day period. Got it at a price which is unmatched till date by anyone (online/offline). Kudos Flipkart..Keep it up!"
3876,5,"As advertised and mentioned - both the product and delivery was spot on.

Macbook air - Its obviously a great product and when its bundled with good offer you can take a big smile."
3877,5,Good deal..
3878,5,"Thanks flipcart for diwali offer
Nice one."
3879,5,"Excellent flipkart. The macbook air was delivered inexcellent condition and promptly.
Would like to know if i can still take a buy back gaurentee now"
3880,5,They give used products......I hve checked through Apple warranty check site......by putting serial number of apple product u can check your product warranty
3881,5,Vvv fast delivery. MacBook was very safely delivered to me with proper packing.
3882,5,Lucky toh have this.. Wow
3883,5,Thanks big billion days
3884,5,I recieved the MacBook with faulty charger.
3885,1,"Earlier I had given a positive review for this headphones after using for a month. But now after six months, my right side headphone has stopped working. I had even not used the headphones much. But the right side has stopped working. I thought this was a Flipkart smartbuy product so that the quality won't be compromised. But now I regret my decision of buying this headphone. I won't buy Flipkart smartbuy products anymore. After all they are made in China. Horrible."
3886,1,I thought the product is very good because of the five start review of the product. but I was wrong because when I see the sound quality it is not as good as expected. bass quality is also not that much optimum quality. I do not know why people are giving so much high rating for the product. overall I am so much is appointed by the quality of the product and I am not recommend anyone to buy this.
3887,1,My smartBuy Bluetooth is not work after 35 days sound only left side and right side not work so please solve it ..
3888,1,I am use 9 day.vary bad quality. this headphones mic problem. sound just ok.
3889,1,Sound quality is not balanced as compare yo this prise range. Wire lenght is too small as well as wire quality is below.
3890,1,third class.. mic is not at all good.. not audible
3891,1,"Dont buy this one if yoy are a music lover..

and one more thing, you cant get refund if you dont like product, so dont buy flipkart smart buy."
3892,1,i got this product on may28 it worked fine upto before one week after that right one is not working waste product will work for only 1 min we dont know how claim warranty also
3893,1,Seems like a good product for the very first month later on sound quality went bad. Stopped working in a few months. All the negative comments here in reviews are perfectly true.see them all before u dare to buy and waste ur money. And the Smartbuy customer support is useless. Better go for other brands and even better not buy earphones in flipkart.
3894,1,"just a Bluetooth headset, sound quality is not good only bass. we cant enjoy clear music, battery back up is very good lasting longer. and this much amount this is not value for money"
3895,1,I purchased it for 349 rupees plus 100 super coin during big billion sale and this product is fabulous in this price range and there is no better alternative for it.... Best in this range... Good sound and bass...
3896,1,Very bad working after three month quality of sound become low
3897,1,DON'T waste money. poover product bad sound quality not clear working
3898,1,bad headphone dont buy it one earpiece not working within 4 months of buying it
3899,1,it's a good product ..but after 15-20 days it's sound quality becomes too bad...
3900,1,Don't buy this product it's waste of money. stopped working within 3 months and the warranty flipkart and smartbuy keeps putting on one another and no replacement is happening. so don't buy flipkart smartbuy products
3901,1,"i bought this on 22nd may 2019 ,today jully 22 2019,its stoped working. horible"
3902,1,Stop working right earbud only after 3 month of usage.
3903,1,The device doesn't on...
3904,1,Very bad....waste of money 😢😢
3905,1,within 2 days of delivery the left side stopped working........i m using Flipkart since 2015....for the first time i received a poor quality product
3906,1,is not working properly
3907,1,Initially i gave a 4 star review..but after 3 months both sides of the headphone stopped working. Please don't buy this product..save some money and go for branded one
3908,1,"I would have given negative if allowed worst experience. Battery doesn't last even 1 min, doesn't get connected to phone , I couldn't return since it was gift to friend and open after 10daus . Worst humiliation in front of friend to whom i gifted this phone"
3909,1,"The worst product ever i have purchased from Flipkart . I am really unhappy with the product . Left side stop working in just 3 month , warenty is not worthy , they told me to go 70 km for repair , the traveling cost is more than earphone price also they reject my refund. In future i never purchase any item from Flipkart."
3910,1,I don't like sound quality. And it is a Chinese product
3911,1,"Very Worse product, don't buy. The blutooth ranga doesn't working even inthe range of 2-3 meters. I replaced the product with another but the other that i got was damaged,not getting on , so request don't buy go for other.."
3912,1,Worst experience. First time I buy a flipkart product and after use I am disappointed.
3913,1,Bad quality
3914,1,the Bluetooth headset stopped working after 15 days don't know and unable to return that also so ls but at your own risk .
3915,1,Worthless
3916,1,Useless product
3917,1,Absolute rubbish!
3918,1,Useless product
3919,1,Waste of money!
3920,1,Don't waste your money
3921,1,Waste of money!
3922,1,Very poor
3923,1,Hated it!
3924,1,Did not meet expectations
3925,1,Sound quality is ok ok but quality of the product is very poor I don't like it 😕
3926,1,Very bad product
3927,1,Battery works very good above 50% but after 50% battery goes in almost 10min don't buy it it is waste of money or supercoin also very very bad product
3928,1,"After 7 month my right side of earphones stopped working ,worst product"
3929,1,Stopped working after 1 month. don't buy
3930,1,very thin wire
3931,1,"After one month this headphones
Is nat warking"
3932,1,After 4 month not working
3933,1,Chinese and low quality product.Not working after 3 months
3934,1,Go with other reviews Don't waste your money nor super coin
3935,1,Whichever team in Flipkart decided to bring in this Chinese product with own branding should have used it once before making such call. Pathetic.
3936,1,Not good don't buy this product
3937,1,Product sounds and looks is good but after one or two month getting problems
3938,1,Worst quality product... No Service centers availability
3939,1,Length of wire is too small.not at all fit to neck.because I lost in two days.worst design and product... Don't buy .
3940,1,Not working
3941,1,Waste
3942,1,I need to return one time it will be come 50% charge its going off
3943,1,Very bad
3944,1,worst product
3945,1,Worst product ever
3946,1,Not good.
3947,1,"Waste of money
Battery is very bad after 50% automatic off"
3948,1,"worst product i ever use bed battery backup
even they don't provide good service it may take more than 15 days to replace the product"
3949,1,One side of the ear plug stopped working in 6 months itself!
3950,1,Very Bad battery..it needs charging in every 1 hr... Very bad feeling after 1 month of purchase...
3951,1,It is not getting powered on.
3952,1,battery performance is very poor...after 30% it show battery low and fastly shut down.
3953,1,wire quality is too bad
3954,1,"If you want for 1-2 months then you can order
Wiring is so weak
Battery backup is not good
After some days voice quality will decrease"
3955,1,Stop working after 3 month only
3956,1,Very bad only 2 day working
3957,1,I got damaged product....
3958,1,Useless and waste of money... Had to return it
3959,1,I am writing this feedback because after 15 days use this bluthooth cenctivity is literally is week because movie phone is in my bag and i am use this bluthooth but song not completely play in playing space song is stopping nd and sounds cut.. 😠😠😠
3960,1,"Don't buy this, right ear stopped working after 2months, and these frauds have return policy for 10days only so my 750rs is wasted. For them 750 would be a less amout, but I am a student it is a great thing for me. Also magnet is so so so weak."
3961,1,"Got me upset soon
Because there had been voice in one year and in other not I have applied for its return policy but now I see what could happen in guarantee period only it got damage from one ear"
3962,1,"right side of the earphone has stopped working. the Bluetooth connection with the phone is poor also, can't hear anything when the call comes , now both sides of the earphone has stopped working"
3963,1,"very bad headphone, it works only for week. flipkart also cheating in the name of smartbuy, they shows the warranty for 1 year but warranty valid only there where from u purchased, not anywhere in India"
3964,1,"battery is not working properly
and low in 10 minutes"
3965,1,worst product I have ever seen. waste of money don't buy this product at any cost.
3966,1,Not up to basic Bluetooth set. Connectivity issues all the time. Cheap Chinese Bluetooth headset from flipkart.
3967,1,Not a good Product as compared others in same range.
3968,1,product Bluetooth range was very poor....... not worthy for moneys
3969,1,it's a wrost products and angry with flipkart
3970,1,"Bad quality of wires, ear phone, and refund policy tooo bad, flipkart never accept our product in return policy. So i request to all buyer plz don't purchase this product."
3971,1,"Got dead within 15 days..... not switching on
Dont buy flipcart brand products.... i bought a steam iorn that also had problem fron 12 th day onwards.... also bought a microwave oven till date didnt get proper installation and demo....."
3972,1,third class delivery service of flipkart delivered after 5 days of date of delivery of product . and the bluetooth is also not good at sound and it also dont have any key to change the music only volume up and down
3973,1,build quality very poor.too uncomfortable with your neck and ears
3974,1,After one month it's not working properly... Bluetooth gets disconnected automatically
3975,1,Not Working
3976,1,bad calls quality also bad sound quality
3977,1,"Worst
Waste of money
After 2 months it stopped working."
3978,1,Waste product don’t buy any1 this waste waste product the wire of the ear phone is so thin the normal earphone wire so pls don’t buy any1
3979,1,sound is so much irritable so add some more money and buy a good one
3980,1,"Buttons stopped working ,noise in left bud,auto off, very low battery backup charge in 5 min discharge in less than 30 min"
3981,1,Very bad quality of the product.
3982,1,waste product
3983,1,not durable
3984,1,"It is stopped working after 8months use, didn't received any response from customer care also."
3985,1,Not good
3986,1,Not working
3987,1,Not good quality in this price no battery backup
3988,1,Not working properly
3989,1,Not good
3990,1,It's a worse product don't buy it
3991,1,"As special for this product Flipkart no response, third class product.☹️"
3992,1,Third class product
3993,1,Sound quality not good
3994,1,This product waest 3 moth other one side speaker not working
3995,1,Very poor
3996,1,Go for other brand it's just wire...
3997,1,Very bad product only 1month using and right ear phone not working
3998,1,I request all of you please do not buy this this is totally waste of money. Just within 3 months of purchasing the left side earphone is not working. My money got wasted. Worst product ever from Flipkart.
3999,1,Didn't last even 1 month
4000,1,It spoiled after trying one month and smart buy service centre is not every where
4001,1,After using 4 months one side of this product hasn't been working.
4002,1,Money wast
4003,1,After using one months this is damage and i will not recommend to buy this😡
4004,1,Don't buy this product is a very poor quality
4005,1,Don't waste your money
4006,1,Not recommended at all
4007,1,Hated it!
4008,1,Worthless
4009,1,Worst experience ever!
4010,1,Did not meet expectations
4011,1,Useless product
4012,1,Don't waste your money
4013,1,Useless product
4014,1,Absolute rubbish!
4015,1,Worst product
4016,1,They are very bad. They go bad in 4-5 months and then they don't take it back.😠
4017,1,"I didn't have a great experience with this particular bluetooth headset. One of the two sides stopped functioning after 3 months & the other stopped functioning within the next two months. So, it is not advisable from my part to purchase this product."
4018,1,Worst..dont buy it anyway...
4019,1,After 15 days it's working on only full volume so dont but it
4020,1,This earphone is not working properly now 😔😔
4021,1,Don't buy this bcoz after 3 months of use its get damage
4022,1,"Very bad experience
I've bought it but after few days both two side speaker gone stop working.
I've called for warranty period but not respond.
Very bad experience."
4023,1,Bad
4024,1,"Worst Product
Don't waste ur money"
4025,1,After full charge battery is low when you on device no longer time battery stay in this device only one hour stay no any One buy it
4026,1,It's a very poor quality product. Why Flipkart sales poor quality product.
4027,1,"Worst product ever use in my life. It stopped
Working after two weeks of buying."
4028,1,"Not bad but its battery capacity is low.
It discharge very fast"
4029,1,Poor Sound Quality
4030,1,It's not for long time
4031,1,Low quality
4032,1,Battery backup worst
4033,1,Not good
4034,1,"Very bad quality. After use of one month, battery backup decrease,and one bud don't work.
And Service is very poor."
4035,1,After full charge battery is low when you on device no longer time battery stay in this device only one hour stay no any One buy it
4036,1,It's a very poor quality product. Why Flipkart sales poor quality product.
4037,1,"Worst product ever use in my life. It stopped
Working after two weeks of buying."
4038,1,"Not bad but its battery capacity is low.
It discharge very fast"
4039,1,Poor Sound Quality
4040,1,It's not for long time
4041,1,Low quality
4042,1,Battery backup worst
4043,1,Not good
4044,1,"Very bad quality. After use of one month, battery backup decrease,and one bud don't work.
And Service is very poor."
4045,1,"Bluetooth very short in size,difficult for the usage"
4046,1,Not good
4047,1,"First time i think this headphone is the best for me. But when it's go to 5 month , it's right side speaker stopped working , which is not hopefull."
4048,1,Don't by this product warranty claim varry difficult
4049,1,"Not a reliable and worthy product.after few months of using, it just stopped working for no reason. I can't hear any sound from its left speaker. It's horrible! Must not go with this."
4050,1,It is the worst Bluetooth Headset from flipkart. Please don't buy this Headset.It is not working after 2 months of use.
4051,1,Waste of money
4052,1,Waste
4053,1,Very bad products
4054,1,Excellent product.
4055,1,It is sounds problem
4056,1,Very bad sound quality
4057,1,Average
4058,1,"After 15 days of uses, sounds come in 1 side only"
4059,1,"Useless product. Connection gets loose within a couple of days. If you buy, you'll find the result."
4060,1,"Very disgusting product ,"
4061,1,Money wasted
4062,1,Bad quality
4063,1,Ia m writing this after 3months: Its good but after after 3 months it automatically one side is not audible and after 2weeks 2nd one is stopped. I have seen this type of comments before but taught that it was not real but they are right. If you want to but for 3 months its ok but more than 3 months i will not recommend
4064,1,Bad products
4065,1,"Worst product, cheap quality and average sound. One side of the speaker stopped working in 5 months."
4066,1,after using 2 months now it is not functioning
4067,1,Low cost price headphone
4068,1,Headset is not working after the use of 1year
4069,1,"Reviewing this after a month usage, complete waste.
Go for some other brands because this one sucks.
After fully charging, battery drains automatically after 5 mins.
And same happened to my friends headset too."
4070,1,"After 4 months of use, charging port got broken.."
4071,1,Vary bad quality
4072,1,Worst product don't buy
4073,1,Build quality so bad
4074,1,Very bad product no sarvice center ok
4075,1,"Waste of Money. after a month of use, it either disconnects itself automatically or right/left headphone stops working.

HORRIBLE EXPERIENCE"
4076,1,If your product stop working then Flipkart never change or repaired your product never buy this product
4077,1,Bad product
4078,1,Battery Backup is the worst. When it comes to 30% it means you are only going to use for 2-5 minutes before it comes to 0%
4079,1,VERY BED QUALITY ALSO WORST MIC
4080,1,Quickly damaged
4081,1,Very bad product
4082,1,I'll just say that this product is not the worth of the price you are paying. Its charging port damaged after 1 month of charge. And Customer Service is delivered by jeeves are worse.
4083,1,its not a good.. one ear phone is not working.. what can i do now?
4084,1,Manufacturing very bad
4085,1,Bad product ever
4086,1,Waste money
4087,1,Only one side hearing not coming 2 sides very bad quality
4088,1,Very bad product
4089,1,Very bad product
4090,1,Very short
4091,1,Product good but button problem
4092,1,Price less worthless value less cheap built quality cheap sound quality
4093,1,Very worest quality
4094,1,Very bad product
4095,1,It's not good sounds is always break
4096,1,Very bat not buy it
4097,1,Very bad
4098,1,Very very very short and thin wire hated it☹️
4099,1,It worsted . Its working good two month after 2 month battery 🔋 issue. And middle button is not working
4100,1,Very bad
4101,1,Bad product
4102,1,Very poor quality and ghatiya services
4103,1,"Battery backup not good.
Design is bad - very small"
4104,1,Below Average
4105,1,"Not as aspects..
Product quantity is very bad after one month use not working properly"
4106,1,facing connectivity after using one month and rght side is also not working. ver bad product do not buy it.
4107,1,Very short range less than 1 meter
4108,1,"No that much good
High @ this price"
4109,1,Poor battery backup
4110,1,Sound is not coming
4111,1,Very very very bad product... it's work only one month
4112,1,Not valuable product
4113,1,Worst.... very short
4114,1,..... nothing to say..... disappointed 😞
4115,1,"So pathetic
Waste of money
Although it is showing 1 year warranty but smartbuy team is useless when you will claim for warranty they won't do.
Useless Customer support team."
4116,1,Sound quality is not expecting .over all good in this price
4117,1,don't buy guys its had product battery backup very bad and key anot working after 2 days its badly bad item
4118,1,This is a very bad product
4119,1,Waste of money
4120,1,Good 🙏🙏
4121,1,Product is not good
4122,1,Bad 👎👎👎 product
4123,1,Tht is not good product don't buy it last few days m purchase this headset voice is breakable so I suggest you don't waste Ur time to purchase this plz
4124,1,Bad
4125,1,After using two month one side not working
4126,1,i bought this product and not gud battery backup and sound quality
4127,1,More expensive
4128,1,Headset is short on length
4129,1,"Not value for money, worst headphone"
4130,1,Toooo hard
4131,1,Ok
4132,1,Low quality
4133,1,"Look wise it's poor and cheap!
People can't hear me properly expected better quality"
4134,1,Waste of money not recommended.. because just use of one month.. bluetooth resounding...not possible..to hear clear invoice..
4135,1,Very bad
4136,1,Very poor quality earphone
4137,1,"First time perchase Send Damage item
Next replacement item use less not working item very Bad experience"
4138,1,Bad
4139,1,Ok
4140,1,Only one month doing work properly after that both side headphone not coming sound
4141,1,I'm writing this review after 5 m
4142,1,Don't buy this working only 3months...
4143,1,Left ear stopped working with in 2 weeks
4144,1,Very bad product under a week earphone is not working properly
4145,1,One of the worst flipkart assured product. Quality is utter waste. Would have given less than 1 ratings. Left speaker gine within a month of purchase. Don't waste ur money on this product.
4146,1,Only one side working in just few days
4147,1,It's been two months for me to use bluetooth and its on off button is not working..very disappointed 😑😒😤
4148,1,Hated it
4149,1,Wonderful sound and bass quality ..
4150,1,Very very bad quality
4151,1,Its like local make with low quality and basic design. Don't buy this. Waste of money..
4152,1,"Very bad quality and sound, danger for ear."
4153,1,"I found worst.. After using 2,3 month it's not working properly.. Don't waste your money."
4154,1,"Very bad, 15 din me charging me problem hone lagi"
4155,1,Worst product won't even last a year
4156,1,Worst product waste of money
4157,1,"Recieve key is not working.and wire is too short and
And when waiting call sound is off"
4158,1,I m not satisfied from this product
4159,1,worst max 3 month only work dont buy this
4160,1,Worst product i hv ever used just in 20 days its not working...
4161,1,I m not satisfied
4162,1,Very bad 🥺 😥😨 don't by this product 😟
4163,1,"Bad product don't buy
After a month the right side earphone can't work"
4164,1,"😂😅connectivity is very very poor, belive me, please don't buy this product."
4165,1,Very bad quality item
4166,1,Used only one month and then ded the bloothoth
4167,1,"Price is high comparison to quality of product.
Sound quality is poor.
Design and build quality is also poor.
Battery backup is average."
4168,1,Just used for 1 weak now it's dead. Not able to switch on
4169,1,not good....
4170,1,After 2 months of use it is a waste of money
4171,1,Quality is bad
4172,1,"Very bad product, battery is very poor"
4173,1,East of money it is not working after 2 months
4174,1,Totally west produc not by this
4175,1,Average
4176,1,Useless after three months. Waste of money.
4177,1,Not worth it
4178,1,"Very bad and irritating sound quality.
Do not buy."
4179,1,Not charging
4180,1,Very poor and cheap quality 😠😠
4181,1,Disappointed with headset
4182,1,Not good no sound clear no byatrey pickup totally Westmoney
4183,1,It's not working properly
4184,1,"waste ,dont buy this product"
4185,1,Bad product
4186,1,Very bad only in 3 month right side earphone stop working
4187,1,"Very bad product,,, damage within 10 days,,,, don't waste your money"
4188,1,"After using two weeks, it stopped working."
4189,1,bkwas product poor quwaliti
4190,1,Sound Quality is Very Bad
4191,1,Not fit for travelling ....even if light wind comes it does not stay stable..goes with the flow
4192,1,"poor connectivity...
if you are driving call voice is not listening clearly
don't buy after using one month it is not charging"
4193,1,Battery backup is not good. All functions are bad.
4194,1,This is my first bluetooth headphone and it is not starting I charged for 3 hr but it did not started but now it's over... Now I will return it back to flipcart and advise you to not to buy it... 😡😡😠😠🤬🤬👹👹👿😡😡😡😡🤬🤬🤬🤬🥵🥵
4195,1,Very very bad product dont buy it
4196,1,"Sound is below average
Battery backup in less than 6 hours
Build quality is not good"
4197,1,Product is deatevet
4198,1,Bakwash product don't buy after 10 days changing conector damage
4199,1,"Sound is good but design is not good but price high that i purchase in 750(551+199)

Price should be near 500 with supercoin and
mic doesn't work properly,
Switch off automatically
Afert 3/2 months vone side earbud will be not working and now not working any ear headphone."
4200,1,Sound is very low. No bass even on bass bosted songs it sounds like normal song. Magnet is also not that much strong sticky. Also I can't gift this to anyone after because of its pros.
4201,1,Charching soket bad
4202,1,Very bad not purchase money and coins vaste
4203,1,This headphones is bad beacuse I use only 1 month then the head phone is stopped and not charging and not working . Warranty is not showing
4204,1,It is not good at all. While wearing heavy weight on right ear. Handling is very difficult
4205,1,Not even month I used it just stop working
4206,1,Very bad quality not working after one week
4207,1,Worst purchase...waste of money..poor sound quality... ..also it is very small can't stick to neck
4208,1,Don't like quality
4209,1,Battery issue this product battery is very bad quality
4210,1,Don't Buy
4211,1,Mic is totally waste... opposite person is not able to hear clear voice. Mic quality is worst.... the main use of BT headset is not fulfilled due to thos low quality mic.
4212,1,"The wire is of very poor quality
It breaks easily."
4213,1,I thought flipkart products is a brand .after use this product I have totally disappointed bcoz purchased within a week Power charging area gone inside.I thrown in the dustpin pls don't buy.
4214,1,"There is Eco problem with device, time to time automatically disconnect. Not value for money"
4215,1,"Not good.
I am not happy
Don't buy this product"
4216,1,Poor build quality plus battery backup is worst.
4217,1,Worst product ever by flipkart
4218,1,"Stop functioning after 4 months
And after asking for warranty the customer care wasn't replying to my answers.
Worst quality
Suggest not to buy."
4219,1,"Please dont buy this guyz
Sound quality is 5 out of 10
Bass 10-7
You can afford boat earphones at same price"
4220,1,50% after 15 minutes only running
4221,1,Average product
4222,1,Very nice for 48/ ruppes
4223,1,Defective product
4224,1,"Poor bluetooth connectivity. Fails to connect device inside the pocket. Even sometimes, connection fails within 1metre naked distance. Simply poor......."
4225,1,Not worth
4226,1,Too Short it's for children
4227,1,"very cheap quality don't recommend at all, grab more money and purchase boat earphones wired or wireless ANYone"
4228,1,"Bad product, very short wire, with heavy buttons"
4229,1,Ear pain after using 10 minutes
4230,1,"Not good..
Class quality is very bad..
Battery backup is about 4-5 hours with normal use..
. Don't go for it please"
4231,1,"After 2 months , its not working. Very disappointed.😢"
4232,1,"750 high cost, 200 worth this product"
4233,1,This is total waste of money
4234,1,Chip product very bed
4235,1,"Not bad

Within one month.. it is not working... Ome bud is not working"
4236,1,Stoped working after 5 months.?
4237,1,Very bad quality
4238,1,Very bad right side doesn't works in 20 days
4239,1,"Bad headphone problem
But not help flipkart"
4240,1,Do not buy this product... really waste of money .. only works for 10 days or say. Till the return period is active...once 10days are gone ...it does not work.... Avoid it ..and use any other brand.
4241,1,Very bad product and vEry bad services as I faced
4242,1,"It a very bad quality .
I don't like it worst
Sirf money waste hai"
4243,1,I have used this earphone for few days. But after 2-3 days of using it didn't work properly automatic disconnected from device and while showing connected it didn't work for call or zoom meeting. I am happy with flipkart products usually but some product are very disaster in terms of value. Flipkart should look this kind of unnecessary product before they start to sell on online platform.
4244,1,Battery life is very poor. Don't buy this product.
4245,1,It's ok
4246,1,Product is best and battery backup hours super qualilty good product 👌..
4247,1,Good product
4248,1,Very
4249,1,Connectivity range not good
4250,1,Really had bad experience...
4251,1,Terrible Product.Stopped working after 3 months.
4252,1,None of our expected models on this phone are talking nonsense
4253,1,Bad
4254,1,Ok
4255,1,Bed product
4256,1,Vogue I
4257,1,Connectivity range is very poor less than 3 feet. Sound quality is not good
4258,1,it is worst to buy. sound quality is really bad. it only last for 3 hrs when fully charged
4259,1,Horrible quality.waste of money.not worthy of even 200 rupees
4260,1,Exactly using after one month review right side speaker was not working don't buy this product
4261,1,Cable is small as compared to other headphones. Also microphone voice is very low in just 15 days. Breaking voice in 10 min. Do not purchase.
4262,1,"After 30 minutes of use it makes a very bad annoying sound
Backup is hardly 4 hours
Post wearing one need to sit straight else mic will go to back of neck and other person won't be able to hear anything

Overall summary, not worthy to buy"
4263,1,Worst sound clarity
4264,1,"Looking like very cheap, sound quality too bad ,"
4265,1,Late sound. Lag
4266,1,Battery backup is very bad
4267,1,This item once again stop working after sometimes ...
4268,1,The design is frustrating the wire length is too short and feel like uncomfortable
4269,1,Useless product
4270,1,Worest product...... Don't buy this
4271,1,"Not good as aspection.
Overall it's poor quality."
4272,1,One side stopped working after q-2 months
4273,1,Not good
4274,1,Good but digine is not good calling sound also
